age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital_gain,hours_per_week,native_country,income_50k_threshold,income_90k_threshold,income
33,Private,156780,Masters,14,Never-married,Other-service,Not-in-family,White,Male,0,35,United-States,<=50k,<=90k,21250
30,Private,308805,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,50,United-States,>50k,<=90k,66250
40,Private,193537,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,25,United-States,<=50k,<=90k,21250
39,Private,502371,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,45,United-States,>50k,<=90k,58750
29,Private,85386,HS-grad,9,Never-married,Adm-clerical,Own-child,Other,Male,0,40,United-States,<=50k,<=90k,43750
25,Private,426098,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,99,United-States,<=50k,<=90k,48750
22,Self-emp-inc,86157,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,30,United-States,<=50k,<=90k,8750
58,Private,578902,9th,5,Married-civ-spouse,Production,Husband,White,Male,0,40,Mexico,<=50k,<=90k,28750
27,Private,54888,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,40,United-States,<=50k,<=90k,41250
64,State-gov,50324,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50k,<=90k,86250
42,Private,264303,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,40,United-States,<=50k,<=90k,21250
39,State-gov,30092,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,45,United-States,>50k,<=90k,76250
41,?,514123,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,25,United-States,<=50k,<=90k,11250
20,Private,193005,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,30,United-States,<=50k,<=90k,6250
56,Self-emp-inc,150537,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Female,0,40,United-States,<=50k,<=90k,48750
18,Private,349272,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,25,United-States,<=50k,<=90k,6250
23,State-gov,305583,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,<=50k,<=90k,38750
20,Private,53165,Preschool,1,Never-married,Sales,Own-child,White,Male,0,40,United-States,>50k,<=90k,86250
37,Federal-gov,32246,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,2500,60,United-States,>50k,>90k,101250
37,Private,478434,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,40,United-States,<=50k,<=90k,31250
23,Private,345179,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,40,Philippines,<=50k,<=90k,36250
68,Self-emp-not-inc,244254,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,45,United-States,<=50k,<=90k,11250
40,Private,711072,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,400,45,United-States,>50k,>90k,101250
27,Private,90862,10th,6,Never-married,Construction,Unmarried,Black,Male,0,50,United-States,>50k,>90k,96250
57,Private,89478,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,40,United-States,>50k,<=90k,61250
52,Private,400134,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,>50k,<=90k,61250
34,Local-gov,336536,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,20,United-States,<=50k,<=90k,1250
58,Self-emp-inc,45050,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,40,Canada,>50k,<=90k,51250
21,Private,372559,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,15,United-States,<=50k,<=90k,8750
46,Federal-gov,213560,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,35,United-States,>50k,>90k,101250
52,Private,521697,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,Male,0,40,United-States,<=50k,<=90k,41250
55,Private,90929,HS-grad,9,Widowed,Other-service,Own-child,White,Female,0,25,United-States,<=50k,<=90k,1250
45,Private,396429,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,40,India,>50k,<=90k,81250
39,Private,416842,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,50,United-States,>50k,>90k,101250
39,Self-emp-inc,338224,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,70,United-States,>50k,<=90k,51250
22,Private,500911,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,20,United-States,<=50k,<=90k,6250
43,Private,324239,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,46250
57,State-gov,465922,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,Mexico,>50k,>90k,101250
30,Private,412550,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,40,United-States,<=50k,<=90k,26250
54,?,535358,HS-grad,9,Never-married,?,Own-child,White,Male,0,40,United-States,<=50k,<=90k,21250
26,Private,196114,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,35,United-States,<=50k,<=90k,31250
70,Private,158850,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,40,United-States,>50k,<=90k,51250
55,Private,266717,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,20000,50,United-States,>50k,>90k,101250
39,Self-emp-not-inc,461764,HS-grad,9,Widowed,Other-service,Own-child,White,Male,0,40,United-States,<=50k,<=90k,28750
57,Private,404536,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,Haiti,>50k,<=90k,68750
23,Private,482324,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,35,United-States,<=50k,<=90k,23750
68,Private,96936,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,24,United-States,<=50k,<=90k,41250
56,State-gov,578642,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Black,Male,0,15,United-States,>50k,>90k,101250
42,Local-gov,344839,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,55,United-States,>50k,<=90k,88750
35,Private,62151,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50k,<=90k,31250
58,Private,430784,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,25,Russia,<=50k,<=90k,18750
72,Private,196871,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,20,United-States,>50k,<=90k,76250
61,Private,277004,Assoc-acdm,12,Divorced,Sales,Other-relative,White,Female,0,40,United-States,<=50k,<=90k,38750
55,Private,341142,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,45,United-States,<=50k,<=90k,41250
42,Private,319706,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,45,Nicaragua,>50k,>90k,93750
29,Local-gov,64673,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,36,United-States,<=50k,<=90k,36250
23,Private,504914,HS-grad,9,Never-married,Construction,Own-child,White,Male,0,40,United-States,<=50k,<=90k,11250
59,Self-emp-not-inc,226288,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States,>50k,<=90k,51250
58,Private,338119,HS-grad,9,Married-civ-spouse,Construction,Husband,White,Male,0,40,Mexico,<=50k,<=90k,48750
41,Self-emp-not-inc,436502,Assoc-voc,11,Married-civ-spouse,Construction,Husband,White,Male,0,52,United-States,>50k,<=90k,51250
20,?,414692,Some-college,10,Never-married,?,Own-child,White,Male,0,19,United-States,<=50k,<=90k,6250
50,State-gov,123361,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,40,United-States,>50k,>90k,101250
37,Local-gov,550634,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,40,United-States,>50k,<=90k,66250
45,Local-gov,117153,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States,>50k,<=90k,86250
32,Federal-gov,193006,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50k,>90k,101250
62,State-gov,340084,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,48750
47,Private,91650,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,40,United-States,>50k,<=90k,56250
33,Private,305812,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,37,United-States,<=50k,<=90k,13750
58,Private,536953,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,40,United-States,<=50k,<=90k,23750
54,Private,532914,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,>50k,>90k,101250
27,Private,398358,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,25,United-States,<=50k,<=90k,16250
17,Private,247399,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,12,United-States,<=50k,<=90k,3750
25,State-gov,48194,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,20,United-States,<=50k,<=90k,13750
55,Private,582720,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,60,United-Kingdom,>50k,>90k,101250
18,?,414960,11th,7,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,32,India,<=50k,<=90k,3750
55,State-gov,112346,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,40,United-States,<=50k,<=90k,28750
40,Private,137018,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,40,United-States,<=50k,<=90k,23750
36,Federal-gov,31060,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,Elsewhere,>50k,>90k,101250
59,Private,91553,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,65,United-States,>50k,>90k,101250
30,Private,502341,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,40,United-States,>50k,>90k,101250
41,Private,58230,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,>50k,>90k,101250
48,State-gov,727462,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,52,United-States,>50k,<=90k,56250
60,?,160127,Bachelors,13,Never-married,?,Not-in-family,White,Female,0,65,United-States,>50k,<=90k,63750
31,Private,79553,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,>50k,<=90k,88750
66,Private,407938,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,Mexico,>50k,>90k,101250
31,State-gov,601402,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,0,37,Cameroon,<=50k,<=90k,31250
50,State-gov,155729,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,61250
19,Private,340421,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,40,United-States,<=50k,<=90k,31250
42,Private,446911,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,40,India,>50k,<=90k,86250
80,Private,465803,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1,United-States,<=50k,<=90k,31250
28,Private,63802,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,35,United-States,<=50k,<=90k,18750
24,Private,554830,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,26250
48,Federal-gov,124353,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,40,United-States,<=50k,<=90k,36250
54,Private,85469,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,40,Philippines,>50k,<=90k,71250
46,Self-emp-not-inc,397086,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,60,United-States,<=50k,<=90k,21250
25,Private,44072,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,>50k,>90k,101250
28,Local-gov,186040,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Black,Female,0,40,United-States,<=50k,<=90k,18750
54,Private,314613,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,40,United-States,>50k,<=90k,51250
20,?,282132,Some-college,10,Never-married,?,Own-child,White,Male,5355,27,United-States,<=50k,<=90k,1250
60,Local-gov,247307,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,25,United-States,>50k,>90k,101250
26,Private,73676,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,21250
21,Private,39983,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,30,United-States,<=50k,<=90k,21250
44,Self-emp-not-inc,337829,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,45,United-States,>50k,<=90k,61250
53,Local-gov,396512,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,100,60,United-States,>50k,>90k,101250
22,Private,591477,5th-6th,3,Never-married,Farming-fishing,Not-in-family,White,Female,0,37,Nicaragua,<=50k,<=90k,21250
29,Private,541166,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,35,United-States,<=50k,<=90k,23750
20,Private,384701,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,16250
48,Private,34448,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,Philippines,>50k,>90k,101250
58,Private,440098,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,56250
44,Private,231163,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,40,United-States,<=50k,<=90k,23750
37,Self-emp-not-inc,280339,Bachelors,13,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,0,40,India,<=50k,<=90k,31250
55,Private,467381,7th-8th,4,Married-spouse-absent,Other-service,Unmarried,White,Female,0,33,Mexico,<=50k,<=90k,23750
58,Private,357337,11th,7,Never-married,Transport-moving,Not-in-family,White,Male,0,6,United-States,<=50k,<=90k,18750
77,Private,308843,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,16,United-States,>50k,<=90k,66250
65,Self-emp-inc,386748,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,20,Germany,<=50k,<=90k,46250
67,Self-emp-not-inc,448593,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,50,United-States,>50k,<=90k,66250
68,Self-emp-inc,352736,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,92,United-States,<=50k,<=90k,23750
45,Self-emp-not-inc,402348,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,56,Vietnam,<=50k,<=90k,18750
37,Federal-gov,42135,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,50,United-States,>50k,>90k,101250
44,Local-gov,455831,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,35,United-States,<=50k,<=90k,16250
35,?,103587,Bachelors,13,Never-married,?,Own-child,White,Female,0,20,United-States,<=50k,<=90k,8750
33,Self-emp-inc,134485,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,40,Nepal,<=50k,<=90k,31250
68,Private,392163,Masters,14,Never-married,Sales,Not-in-family,White,Female,0,45,United-States,>50k,>90k,101250
79,Self-emp-inc,295368,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,40,United-States,>50k,>90k,101250
31,Private,46515,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Female,0,20,United-States,<=50k,<=90k,21250
40,Self-emp-inc,294660,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,40,China,>50k,<=90k,76250
40,Private,381351,12th,8,Married-civ-spouse,Construction,Husband,White,Male,0,40,Mexico,<=50k,<=90k,41250
63,?,68853,Some-college,10,Widowed,?,Not-in-family,White,Female,200,37,United-States,<=50k,<=90k,21250
71,Private,363410,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,50,United-States,>50k,<=90k,86250
62,Private,413293,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,60,Mexico,>50k,<=90k,71250
59,State-gov,103557,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3800,14,United-States,<=50k,<=90k,3750
20,Private,354131,Some-college,10,Never-married,Transport-moving,Own-child,White,Female,0,30,United-States,<=50k,<=90k,16250
60,Private,332647,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50k,>90k,101250
56,Private,635662,HS-grad,9,Separated,Other-service,Unmarried,White,Male,0,40,Dominican-Republic,>50k,<=90k,56250
39,Private,494580,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,<=50k,<=90k,31250
33,Local-gov,439656,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,40,United-States,<=50k,<=90k,31250
64,Private,82730,HS-grad,9,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Female,0,40,Vietnam,>50k,<=90k,76250
64,Private,363954,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States,>50k,<=90k,63750
25,Private,505957,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,56250
51,Private,389404,12th,8,Never-married,Prof-specialty,Other-relative,Black,Male,0,40,United-States,<=50k,<=90k,11250
43,?,154832,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,40,United-States,<=50k,<=90k,28750
27,Private,801471,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,26250
68,?,354879,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0,35,United-States,>50k,<=90k,81250
61,Private,446397,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Male,0,40,United-States,<=50k,<=90k,28750
57,Private,51191,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,24,United-States,<=50k,<=90k,18750
40,Local-gov,81705,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,20,United-States,<=50k,<=90k,11250
44,Private,47024,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,40,United-States,<=50k,<=90k,23750
30,Private,508398,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,40,United-States,<=50k,<=90k,21250
57,State-gov,305424,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,40,United-States,>50k,<=90k,66250
39,Private,369889,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,40,United-States,<=50k,<=90k,41250
44,Private,590162,HS-grad,9,Divorced,Construction,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,61250
53,Private,328728,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,20,United-States,<=50k,<=90k,48750
45,Private,432539,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50k,>90k,101250
38,Private,406879,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,40,United-States,<=50k,<=90k,36250
46,Private,286918,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,>50k,>90k,101250
24,Private,100064,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,0,36,United-States,<=50k,<=90k,23750
64,Private,353382,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,40,United-States,>50k,>90k,101250
25,Private,474181,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,45,United-States,>50k,<=90k,66250
37,Private,223249,Some-college,10,Married-civ-spouse,Production,Husband,White,Male,0,44,United-States,>50k,<=90k,88750
20,Private,210482,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,50,United-States,<=50k,<=90k,36250
24,Private,323344,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,20,United-States,<=50k,<=90k,8750
72,Self-emp-not-inc,119408,Bachelors,13,Married-civ-spouse,Construction,Husband,White,Male,0,5,United-States,>50k,<=90k,61250
58,Private,124933,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,46,United-States,>50k,>90k,101250
54,Private,324834,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,>50k,<=90k,53750
22,?,423361,HS-grad,9,Never-married,?,Own-child,White,Male,0,25,United-States,<=50k,<=90k,6250
24,Local-gov,505915,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,40,United-States,<=50k,<=90k,33750
23,State-gov,540564,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,43750
24,Private,111371,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,31250
42,Private,249505,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States,>50k,>90k,91250
22,Private,470812,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,40,United-States,<=50k,<=90k,6250
43,Self-emp-inc,236366,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,50,United-States,>50k,<=90k,63750
48,Private,162037,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,24,Ethiopia,>50k,<=90k,58750
44,Private,149074,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,46250
46,Private,413055,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3000,45,United-States,>50k,>90k,101250
39,Private,386503,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,80,United-States,>50k,>90k,101250
57,Private,333716,Assoc-voc,11,Widowed,Other-service,Not-in-family,White,Female,0,38,United-States,>50k,<=90k,86250
60,Private,37650,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,10000,45,United-States,>50k,>90k,101250
43,Private,592534,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,35,United-States,<=50k,<=90k,18750
50,Private,64811,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,40,United-States,<=50k,<=90k,38750
23,State-gov,464812,HS-grad,9,Divorced,Construction,Own-child,White,Female,0,55,United-States,<=50k,<=90k,21250
32,Private,44309,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,50,United-States,<=50k,<=90k,36250
36,Private,142606,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,0,40,United-States,>50k,<=90k,51250
54,Private,138797,HS-grad,9,Married-civ-spouse,Construction,Husband,White,Male,0,50,United-States,>50k,>90k,101250
49,Private,369323,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,34,United-States,<=50k,<=90k,16250
19,?,414112,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,40,United-States,<=50k,<=90k,6250
42,Private,64550,7th-8th,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,60,Vietnam,<=50k,<=90k,16250
45,Local-gov,168163,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,65,United-States,>50k,<=90k,86250
29,Private,37334,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,71250
77,Private,106981,Assoc-voc,11,Divorced,Production,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,31250
57,Private,561657,Bachelors,13,Never-married,Other-service,Unmarried,Black,Male,0,25,United-States,<=50k,<=90k,18750
48,Private,472879,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,Serbia,>50k,>90k,101250
21,Private,152811,Assoc-acdm,12,Never-married,Other-service,Own-child,Black,Female,0,25,United-States,<=50k,<=90k,6250
41,Federal-gov,399008,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,50,United-States,>50k,<=90k,61250
47,Federal-gov,37570,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,40,United-States,>50k,>90k,101250
55,Private,476728,10th,6,Separated,Other-service,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,16250
47,Private,359385,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,35,United-States,<=50k,<=90k,11250
58,Local-gov,214225,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50k,<=90k,48750
21,?,544502,Some-college,10,Never-married,?,Own-child,White,Female,0,26,United-States,<=50k,<=90k,3750
29,Self-emp-not-inc,296345,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,20,United-States,<=50k,<=90k,8750
63,Private,457422,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,60,United-States,>50k,>90k,101250
61,?,242738,1st-4th,2,Married-civ-spouse,?,Husband,White,Male,0,35,Mexico,<=50k,<=90k,36250
54,Federal-gov,121608,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,63750
21,?,630962,HS-grad,9,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,0,40,United-States,<=50k,<=90k,11250
25,Private,105020,Some-college,10,Never-married,Sales,Unmarried,Asian-Pac-Islander,Male,0,44,United-States,<=50k,<=90k,31250
20,State-gov,93263,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,0,20,United-States,<=50k,<=90k,11250
85,Self-emp-inc,30593,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States,>50k,>90k,101250
51,Private,254942,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,50,United-States,>50k,>90k,101250
31,Private,282274,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,>50k,<=90k,56250
35,Self-emp-inc,203095,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,40,United-States,>50k,>90k,101250
28,State-gov,253374,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,41250
39,Private,326306,Masters,14,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,40,United-States,>50k,<=90k,56250
51,Private,502269,Bachelors,13,Divorced,Exec-managerial,Own-child,Black,Female,0,40,Trinidad-and-Tobago,>50k,<=90k,61250
19,?,255897,Some-college,10,Never-married,?,Own-child,White,Male,0,20,United-States,<=50k,<=90k,3750
20,Private,476765,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,25,United-States,<=50k,<=90k,11250
51,?,484222,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,0,35,United-States,<=50k,<=90k,21250
50,Private,206523,HS-grad,9,Married-spouse-absent,Production,Not-in-family,Black,Female,0,40,United-States,<=50k,<=90k,33750
53,Self-emp-not-inc,77700,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,40,United-States,<=50k,<=90k,6250
22,Private,800453,Some-college,10,Never-married,Construction,Unmarried,Other,Male,0,40,United-States,<=50k,<=90k,21250
63,Private,325715,HS-grad,9,Married-civ-spouse,Production,Wife,White,Female,0,40,United-States,<=50k,<=90k,36250
53,?,372296,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,40,Mexico,<=50k,<=90k,31250
63,Private,339380,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,35,United-States,<=50k,<=90k,33750
53,Private,49305,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50k,>90k,101250
39,Private,386067,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,40,United-States,<=50k,<=90k,38750
